"","5grass","6grass","7grass","8grass","9grass","10grass","11grass","12grass","13grass","14grass","15grass","16grass","17grass","18grass","19grass","20grass","21grass","22grass","23grass","24grass","25grass","26grass","27grass","28grass","29grass","30grass","31grass","32grass","33grass","34grass","35grass","36grass","37grass","38grass","39grass","40grass","41grass","42grass","43grass","44grass","45grass","46grass","47grass","48grass","49grass","50grass","51grass","52grass","53grass","54grass","55grass","56grass","57grass","58grass","59grass","60grass","61grass","62grass","63grass","64grass","65grass","66grass","67grass","68grass","69grass","70grass","71grass","72grass","73grass","74grass","75grass","76grass","77grass","78grass","79grass","80grass","81grass","82grass","83grass","84grass","85grass","86grass","87grass","88grass","89grass","90grass","91grass","92grass","93grass","94grass","95grass","96grass","97grass","98grass","99grass","100grass","101grass","102grass","103grass","104grass","105grass","106grass","107grass","108grass","109grass","110grass","111grass","112grass","113grass","114grass","115grass","116grass","117grass","118grass","119grass","120grass","121grass","122grass","123grass","124grass","125grass","126grass","127grass","128grass","129grass","130grass","131grass","132grass","133grass","134grass","135grass","136grass","137grass","138grass","139grass","140grass","141grass","142grass","143grass","144grass","145grass","146grass","147grass","148grass","149grass","150grass","151grass","152grass","153grass","154grass","155grass","156grass","157grass","158grass","159grass"
"OTU3228:11grass",0,0,0,0,0,0,0.954312259682845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59228349775989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45603833116201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1650:11grass",0,0,0,0,0,0,0.954312259682845,0,0,0,0,0,0,0,0,0,0,0,1.27135223487468,0,0,0,0,0,0,0,0,0,0,0,0.741025204432664,0,0,0,0,0,0,0,0,0,0,0,3.58755686367553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77381274781306,0,0,0,0,0,0,0,0,0,0,0,1.01149106989413,0,0,0,0,0,0,0,0,0,0,0,4.7002905495072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324974357724017,0,0,0,0,0,0,0,0,0,0,0,2.24136080001621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09202633814362,0,0,0,0,0
"OTU3865:11grass",0,0,0,0,0,0,0.954312259682845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24536460819662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3041:11grass",0,0,0,0,0,0,0.954312259682845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3212:83grass",0,0,0,0,0,0,0.954312259682845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24536460819662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2697:11grass",0,0,0,0,0,0,0.954312259682845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59228349775989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462921583248003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70247975332388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU1969:23grass",0,0,0,0,0,0,0.954312259682845,0,0,0,0,0,0,0,0,0,0,0,0.951384327763864,0,0,0,0,0,0,0,0,0,0,0,0.741025204432664,0,0,0,0,0,0,0,0,0,0,0,3.17304569362547,0,0,0,0,0,0,0,0,0,0,0,5.55989891136768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431213539619053,0,0,0,0,0,0,0,0,0,0,0,4.28549654122751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU133:11grass",0,0,0,0,0,0,0.954312259682845,0,0,1.5105171882848,7.39497833781309,0,0,5.97799924428839,5.10876593177697,0,0,0,0,5.68299798639904,2.744699917564,4.56291977702507,2.22685315420034,3.08860612316881,5.23090474356019,7.12500164449128,3.41881519853725,0,3.29254420907141,5.61987221408186,5.66074914776102,1.78517981028178,1.85430607313113,2.45176819022286,4.1991940940066,6.07088142839019,0,0,6.15879591233032,0,4.82626314177595,0,0,0,0.597843414332608,0,0,8.09692055343612,0,1.03012154739168,6.6463704312438,0,6.4567414663771,3.76290463977286,0,5.62083664668312,2.68923568606175,3.41462837964426,3.49598813141893,2.88748320239266,5.79597260603867,6.32728667776598,0,5.6609225263564,0,7.29079271506046,7.23059175331164,3.19529590150809,3.74717724988091,0,0,5.82796210174542,0,6.28420714340269,0,5.36093517989713,0,0,0,0,1.42550756456282,0,7.46296611888863,0,0,6.58224871343211,5.46848326751203,4.22817468019907,6.97587127554003,0,0,5.64765312250874,5.02020702939551,4.65114391630562,0,0,5.68901036213478,6.59761404534363,5.39252875815704,0,0,5.1705067316585,5.32207716870166,0,0,0,0,6.1094611786487,1.98075029276411,2.10106833780049,1.88811389225158,0,1.05014767286371,2.71548909324958,3.04903023163679,2.1768808837812,2.82360564145995,3.79982068777622,3.37906678078661,4.57066243302784,5.84994457805163,2.94499131152756,5.65014047604617,5.48491857829973,0,5.88272333425018,5.93808985731155,0,4.63787050718837,3.37324508993053,0,6.51591301036018,3.1225666353191,1.31753842666938,0,0,4.64547967623973,0,3.9680483596326,3.10456287983203,0,0,0,0,0,4.09337591032882,5.63869624947312,5.63304409129133,0,0,0,0,3.98121758548444,0,4.50984302531908
"OTU2946:11grass",0,0,0,0,0,0,0.954312259682845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70247975332388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2649:35grass",0,0,0,0,0,0,0.954312259682845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97513772055519,0,0,0,0,0,0,0,0,0,0,0,0.462921583248003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU115:11grass",0,0,0,0,0,0,0.954312259682845,0,0,0.517146821859532,0,0,0,0,0,8.63006448595998,0,8.56409631611426,8.63681926638569,0,0,0.844792556116496,0,4.13807727510206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20099836083655,0,0,0,0,0,0,0,0,0,0,0,3.76290463977286,3.97574139763533,0,0,0,0,0,0,0,0,0,0,0,0.462921583248003,0,0,0,0,0,0,0,0,10.1887699112229,0,10.1767516851067,10.1407675029194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77402200964814,0,0,0,0,0,0,0.242491161333231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7786392716664,0,0,0,0,0,0,0,9.0246374687091,0,0,0,6.22163721837897,0,0,0,0,0.515921046002494,0,0,0,0,0
"OTU3583:47grass",0,0,0,0,0,0,0.954312259682845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58913498852543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU281:12grass",0,0,0,0,0,0,0,6.9197126904015,8.41436146685636,0,0,0,0,0,0,0,0,0,0,0,3.30018672258311,0,0,5.9303803215262,0,0,0,0,0,0,0,0,0,0,0,0,0,5.46069834015363,0,0,7.58260770692103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00032152389572,0,0,2.63077529935427,3.25844636213545,0,0,0,0,0,0,0,0,0,0,4.94348081259554,5.37174489652601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29033479901578,0,3.78669498307188,2.90299132940139,0,0,0,0,0,0,0,0.242491161333231,0,0,0,0,0,0,0,0,0,0.902747628371964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56218708980159,4.03907821894868,0,0,3.1648584866381,0,0,0,0,0,0,0,0,0,0,0
"OTU982:12grass",0,0,0,0,0,0,0,7.13582429095529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU557:12grass",0,0,0,0,0,0,0,6.74980730170666,0,4.41162496321446,0,0,0,0,0,0,0,3.31521831752623,1.53307763006137,0.130183347741175,5.94932949986327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.75246598691913,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596404398516838,0,0,0,0,0,0,0,0,0,4.39914894639789,0,0,0,0,0,0,0,0,6.76078427623554,5.50733232111904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU690:13grass",0,0,0,0,0,0,0,5.14871572368406,5.62809357202781,4.20531135947606,0,0,0,0,0,0,0,0,0,0,3.24137333487186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35933267174701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05144090508821,0,0,0,0,0,0,0,0,2.93332663458449,1.78479883361935,0,6.7352726916024,4.63260021597732,5.86576191973186,0,5.80855824039815,0,0,0,0,0,2.12783356478554,0,0,0,0,0,0,0,0,0,0,0,0
"OTU307:12grass",0,0,0,0,0,0,0,6.29044187313971,0,0,0,0,0,0,0,0,0,0,0,0,3.11602493092046,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30073987892402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09309393075121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27138370287456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6073703655812,0,0,6.72893989190942,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53142785395709,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99948544919573,5.36104776467071,0,0,0,0,0
"OTU2421:89grass",0,0,0,0,0,0,0,0.305611146101484,0,0.517146821859532,0,0,0,1.52487560466269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743825694019249,0,0,0,0,0,0,0,0,0,2.08298429049132,0,0,0,0,2.51600475828946,2.70247975332388,0,2.70061727990475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU210:12grass",0,0,0,0,0,0,0,5.84511850178568,0,0,0,0,0,0,0,0,0,0,0,6.9584153869205,0,0,5.44239740602737,0,0,0,0,0,0,0,0,5.60317567532496,0.447970033591713,6.2386221296241,2.29514240049042,0.967629378871126,3.3491228449635,0,0,0,0,0,0,0,7.37979350905827,0,0,0,6.95315660681503,0,0,0,0,0,0,2.8575381596006,4.27223452991965,0,3.70221460195327,0,0,0,0,0,4.56606289879375,0,0,5.19374023001461,4.3316682773461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715026293438395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65430197927847,0,0,2.82360564145995,0,0,0,0,0.372275030831016,0,0,0,0,0,0,0,4.79659261313452,0,0,0,0,5.65168923222387,0,0,0,5.3365381689728,0,0,0,0,3.11602187341227,8.78485505373977,6.94802672104765,0,0,0,0,5.54734625926645,6.34708682745661,0,0,0
"OTU1235:12grass",0,0,0,0,0,0,0,6.49986244245628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU3523:139grass",0,0,0,0,0,0,0,0.305611146101484,0,0,0,0,0,0,0,0,0,0,0,0.130183347741175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80390230497521,1.11301817557051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81615907337947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU655:12grass",0,0,0,0,0,0,0,6.1233616907027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44031586771871,0,0,1.38610415145506,0,0,0,0,0,0,0,0,4.41650327755953,0,0,0,0,0,0,0,0,0,0,0,5.17549693923712,0,0,0,0,0,0,0,0,0,0,0,6.15004201465713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4206570905875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59079719249553,0,0,0,0
"OTU337:26grass",0,0,0,0,0,0,0,0.305611146101484,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16461053808879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.68488434583053,0,0,0,0,0,0,0,0,0,0,0,7.42791580749522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU345:12grass",0,0,0,0,0,0,0,2.61522943948371,0,0,0,0,4.63793878859907,3.74207875783498,0,0,0,0,0,0,0.666396134154774,1.83950858449873,1.68812511995006,0,0,0,0,3.46033123846151,0,4.74572493273989,4.37440853793847,0,2.85168023581473,0,0.306669747336447,0,0,0,0,0,3.84506302393476,0,0,0,0,0,5.39286914450501,0,6.95315660681503,3.34460284223988,0,0,1.63820627191277,0,0,0,0,0,5.94391982242768,0,1.25925747038332,0,0.00974088704571588,4.09337640580905,0,3.62924206069343,2.77381274781306,3.19529590150809,0,0.351144870356961,1.17718768771649,2.50903883711486,4.33185468555555,0,2.47284862785794,4.80860982390806,1.10595209849428,0,0,2.96441251908371,0.264361558185282,0,0,0,4.71862878937947,0,0,4.35008304169332,0,0,0,4.06344812853497,0,0,0,0,0,4.45590496903009,0,0,2.05224348100193,3.17208763351808,3.24831401183574,0,4.23560746195988,0,1.18039402270243,0,0,0,3.75884976978132,0,0,0,0,1.67612698471035,0,0,0,0.228570624301449,0,4.16597419850145,0,0,2.74064399672173,0,0,0,0,2.71134826954548,0,4.79790226130576,0,0,0,4.79926196042237,0,0,0,0.119889193781997,0,3.70798221249698,3.70989829238908,2.58095375970768,0,0,3.5524717121777,0,0,0,1.82982291769662,0,0,0,4.92467209418519
"OTU2747:12grass",0,0,0,0,0,0,0,1.29793596542109,0,0,0,0,0,0,0.350563765567667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2606:19grass",0,0,0,0,0,0,0,1.29793596542109,0,0,0,0,0,0,1.3431237402712,1.18716059265967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47626064657314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2558:89grass",0,0,0,0,0,0,0,1.29793596542109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.58282651103657,0,0,0,0,2.51600475828946,2.70247975332388,2.74322224635142,5.02020702939551,0,1.70924551498202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU123:18grass",0,0,0,0,0,0,0,0.305611146101484,0,0,0,0,0.946609702820034,0,0,0,0,0,0,0.709377128110017,4.90296384798812,0,0,0,4.02412464347776,4.34212027558311,0,0,2.59331469374713,0,0,3.93844324160588,0.447970033591713,0,3.72566487538935,0.237096760174832,0,0,0,0,0,0,0,0,7.95166252683134,0,1.59137337364155,0,0,0,0,0,0,0,0,0.54602861899404,1.69217368032025,2.41640716062938,0,0,8.5520946264322,4.70123883737307,0,0,3.29971035709348,0,0,9.83709807311783,6.16106512801852,3.14571523028096,4.67202012528816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14828173758301,0,0,0,0,0,0,0,0,0,0,0,0,0,5.50919825262363,5.4393970239777,0,0,1.81674816883421,0,0,0,4.21313855609375,0,0,0,0,0,0,0,1.80390230497521,0,2.6747192947054,8.03668604729023,10.1074474169884,0,0,6.57318886983151,7.08247908701333,7.28185647123629,9.72212636711263,5.15221479493203,7.21107468773726,6.51419762609242,0,0,0,5.4002224328477,0,4.95567291190073,5.60927338711103,0,9.29220822375868,0,6.77444626283569,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU2316:126grass",0,0,0,0,0,0,0,0.305611146101484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86891903350272,0,0,0,0,0,6.89382058949967,2.16503874798839,0.351144870356961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04456364527099,8.20311528391602,0,0,0,1.67888746380842,1.24536460819662,3.73358604999645,0,3.44715405683275,0.378889443301019,0,0,0,2.01216846821803,0,0,1.03321921079494,0,3.56339240609909,0,1.59733617531454,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU988:132grass",0,0,0,0,0,0,0,0.305611146101484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.97177482805082,0,0,0,0,0,0,0,0,5.28675325990301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU68:12grass",0,0,0,0,0,0,0,1.29793596542109,1.31343535386656,0,0,0,0,0,0,0,0,8.44417249098696,8.40920468138148,9.81842600126264,10.7878753790913,1.42623563084991,0,0,0,0,0,0,0,0.367462877172078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597843414332608,0,0,0,0,0,0,0,0,0,3.97574139763533,0.54602861899404,0,0,0,0,0,0,0,0,0,0,0,1.61446960659156,2.16503874798839,0,0,0,0,0,0,0,0,9.5108788158006,9.57319774618346,10.0378393225868,8.92361535754599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575013476023928,0,0,0,0,0,0,0,0,0,1.03321921079494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU367:12grass",0,0,0,0,0,0,0,0.305611146101484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9127436464475,1.17937575080266,4.70536163434122,2.49627193048638,0.237096760174832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93020617939439,5.86156610323482,8.57943659652582,4.58460384658255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OTU318:12grass",0,0,0,0,0,0,0,0.305611146101484,0,0,0,0,0,0,0,0,0,0,0,0,4.32777282120723,0,0,5.63695090502377,0,0,0,0,0,1.68056002085639,2.54025893356298,0,2.65941071631816,0,0,2.44681205531983,1.47960915269139,6.91084518558328,0.444602568687279,0,0,0,0,3.36946098436631,1.591574031429,2.82776763634747,0,0,0,2.60888238788658,0,0,2.0517200193974,0,0,5.5333979307807,5.93452684416525,4.91597598955608,2.7965996237084,3.30187923071896,0,0,0,0,0,0,0,0,5.16133054717409,2.66114600632625,0,4.09177643918505,6.91603098525894,0,0,0,0,0,0,0,0,0,0,0,0,0.640070334814187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22110125350433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06524985427056,0,0,0,0,0,6.2678974220636,0,6.1634964258562,0,0,0,0,0,0,0,0,0,0,0,5.89518252012631,0,0,0,0
