"","s.French_flat","s.Hazel_Dell","s.Horse_Rock","s.Lower_Table","s.Roxy_Ann","s.Upper_Table","s.Upper_Weir","s.Whetstone","s.Whidbey","index","stat","p.value"
"OTU260:26grass",0,1,1,0,1,0,0,0,0,75,0.279204515121097,0.0818
"OTU1527:27grass",0,0,0,0,0,0,0,0,1,9,0.347645611729988,0.0126
"OTU3378:13grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3717:29grass",0,0,0,1,1,0,0,0,1,113,0.279746164292235,0.0837
"OTU3332:18grass",0,0,0,0,1,1,0,0,0,36,0.537070584453656,1e-04
"OTU3733:148grass",0,1,1,0,0,1,0,0,1,197,0.284304013750555,0.0666
"OTU90:13grass",1,0,0,0,0,0,0,0,0,1,0.194608706573199,0.552
"OTU223:24grass",0,0,0,1,0,0,0,0,0,4,0.485973579062265,2e-04
"OTU2961:13grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3243:13grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3268:255grass",1,0,1,0,1,0,0,0,1,159,0.165179882756715,0.9775
"OTU2461:156grass",0,0,0,0,0,0,0,0,1,9,0.437328017959562,7e-04
"OTU108:13grass",0,0,0,0,0,0,0,0,1,9,0.188303655364223,0.5942
"OTU119:41grass",0,0,0,0,0,0,0,1,0,8,0.421737123722937,1e-04
"OTU3336:13grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU189:13grass",0,0,0,0,0,0,0,1,0,8,0.253548210099627,0.1872
"OTU3401:76grass",1,0,1,0,0,0,0,0,1,58,0.18544640191635,0.7438
"OTU3572:47grass",0,0,0,1,0,0,0,0,0,4,0.179923816556549,0.6807
"OTU165:26grass",0,1,0,0,0,0,0,0,0,2,0.33914386243927,0.0281
"OTU807:13grass",0,0,0,0,0,0,0,0,1,9,0.252409827772789,0.3181
"OTU1208:116grass",0,0,0,1,0,0,0,0,0,4,0.474619860748213,1e-04
"OTU145:14grass",0,0,0,1,0,0,0,0,0,4,0.364013639367161,0.0074
"OTU1250:14grass",0,0,0,0,0,1,0,0,0,6,0.25310621357877,0.2118
"OTU1849:14grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU45:14grass",0,0,1,0,0,0,0,1,0,29,0.219908687457043,0.5829
"OTU1551:14grass",1,0,0,0,0,0,0,0,0,1,0.262350855058886,0.0814
"OTU1574:14grass",1,0,0,0,0,1,0,0,0,14,0.188442200433577,0.7169
"OTU2865:14grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU1680:14grass",1,0,0,0,0,0,0,0,0,1,0.188431336562908,0.9313
"OTU2669:14grass",1,0,0,0,0,0,1,0,0,15,0.190953912683577,0.6278
"OTU308:14grass",0,1,1,0,0,0,1,0,0,77,0.2531757837613,0.1586
"OTU2602:14grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU2321:14grass",1,0,0,0,1,0,0,0,0,13,0.262380316277322,0.1209
"OTU528:29grass",0,1,0,1,0,0,0,0,0,19,0.204754975769345,0.4937
"OTU325:26grass",0,1,1,0,0,0,0,0,1,79,0.287316166103598,0.0714
"OTU2797:107grass",1,0,0,0,0,0,0,1,0,16,0.365730020003067,0.0077
"OTU152:53grass",0,0,0,0,0,0,0,1,0,8,0.272821684900034,0.3195
"OTU2795:81grass",0,0,0,0,1,1,0,0,0,36,0.307464135779723,0.0488
"OTU3916:103grass",0,0,0,0,0,0,0,1,0,8,0.374433785472323,0.0049
"OTU98:50grass",0,1,1,0,0,0,0,0,1,79,0.201056389411318,0.5718
"OTU1954:14grass",0,0,1,0,0,0,0,0,0,3,0.195840364840411,0.5556
"OTU616:14grass",0,1,0,0,0,0,0,0,0,2,0.162928922181641,0.8429
"OTU2399:14grass",1,0,1,0,1,0,0,1,0,158,0.221899182559555,0.3705
"OTU95:14grass",1,0,0,1,0,0,0,1,1,175,0.233059806024801,0.2614
"OTU3425:17grass",0,0,0,1,0,1,0,0,0,32,0.368949274546536,0.0051
"OTU3141:140grass",0,0,0,0,0,1,0,0,0,6,0.309439308363275,0.0344
"OTU62:14grass",0,0,0,0,0,0,0,1,0,8,0.259069085936626,0.2367
"OTU2459:137grass",0,0,1,0,0,0,0,0,0,3,0.314086998136538,0.0344
"OTU1957:100grass",0,0,0,1,0,0,0,1,0,34,0.347263035727187,0.0144
"OTU76:14grass",0,0,0,0,0,0,0,1,0,8,0.269760317305854,0.2567
"OTU1473:15grass",1,0,0,0,0,0,0,0,0,1,0.191713915010661,1
"OTU197:15grass",0,0,0,0,0,1,0,0,0,6,0.438549129781401,0.0018
"OTU1870:15grass",1,0,0,0,0,0,0,0,0,1,0.189928812827471,1
"OTU1690:118grass",0,0,0,1,0,0,0,0,0,4,0.30092942199129,0.0861
"OTU399:134grass",0,0,0,1,0,0,0,0,0,4,0.318285778629899,0.036
"OTU820:15grass",0,0,0,0,1,0,0,0,0,5,0.221779563960919,0.4918
"OTU420:15grass",0,0,0,0,0,1,0,0,0,6,0.231553260426845,0.2642
"OTU330:15grass",0,1,0,0,0,0,0,0,0,2,0.166404003742314,0.9856
"OTU515:15grass",0,1,0,0,0,1,1,0,1,218,0.188179366757961,0.6372
"OTU1929:15grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU206:15grass",1,0,0,0,0,0,0,0,0,1,0.257464399798189,0.1215
"OTU87:15grass",0,0,0,0,0,0,0,1,0,8,0.230160806317805,0.3186
"OTU2429:106grass",0,0,0,0,0,0,0,1,0,8,0.374153320483459,0.0085
"OTU246:26grass",0,1,1,0,0,0,1,0,0,77,0.306607003170672,0.0389
"OTU628:15grass",0,1,0,1,0,0,0,0,1,84,0.175904692679984,0.7351
"OTU1496:146grass",0,0,1,0,0,0,0,0,0,3,0.254856984808398,0.288
"OTU71:26grass",0,1,0,0,0,0,0,0,0,2,0.315368474548978,0.0341
"OTU346:18grass",0,0,1,0,0,0,0,0,0,3,0.244638384744531,0.2456
"OTU3441:19grass",0,0,0,0,1,1,0,0,0,36,0.263289207419459,0.1293
"OTU562:24grass",0,0,0,0,0,1,0,0,0,6,0.310018395273303,0.0099
"OTU945:126grass",0,1,0,0,0,0,0,0,0,2,0.302052128744657,0.0288
"OTU513:65grass",0,1,0,0,0,0,0,0,0,2,0.271507709218443,0.0845
"OTU2905:91grass",1,0,0,0,1,1,0,1,0,177,0.192994099102637,0.6381
"OTU3754:28grass",0,0,0,0,0,1,0,0,0,6,0.249294116238184,0.18
"OTU106:15grass",0,0,0,0,0,0,0,1,0,8,0.24348027875814,0.2911
"OTU948:16grass",0,0,0,0,0,0,0,1,0,8,0.266183535025215,0.1537
"OTU914:16grass",1,0,0,0,0,0,0,0,0,1,0.248682379035252,0.3419
"OTU2324:16grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU823:16grass",1,0,0,0,0,0,0,0,0,1,0.26045192313448,0.1102
"OTU490:16grass",1,0,0,0,0,0,0,0,0,1,0.262488609177218,0.0544
"OTU304:19grass",0,0,0,0,0,1,0,0,0,6,0.255665167256624,0.3415
"OTU990:16grass",1,0,0,0,0,0,0,0,0,1,0.239582594691912,0.4475
"OTU492:25grass",0,0,0,0,1,0,0,0,0,5,0.214089979098566,0.563
"OTU873:16grass",1,0,0,0,0,0,0,0,0,1,0.265750905440655,0.1011
"OTU2447:26grass",0,1,1,0,0,0,1,0,0,77,0.291630683450437,0.0564
"OTU1629:16grass",1,0,0,0,0,0,0,0,0,1,0.175397033020811,1
"OTU2499:16grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU154:27grass",0,1,0,0,0,0,0,0,1,24,0.316337190798733,0.0297
"OTU1618:93grass",1,0,0,0,0,0,0,0,0,1,0.194207620495405,0.6385
"OTU722:36grass",0,0,1,0,0,0,0,0,1,30,0.214613067993257,0.4309
"OTU273:158grass",0,0,0,0,0,0,0,0,1,9,0.19323134681372,0.7054
"OTU556:16grass",0,1,0,0,0,0,0,0,1,24,0.169825726781829,0.8614
"OTU1502:69grass",0,0,0,0,0,0,0,0,1,9,0.33465737284727,0.0159
"OTU414:24grass",1,0,0,0,1,1,0,1,0,177,0.230930084311462,0.2827
"OTU2731:125grass",0,1,1,0,0,0,0,0,1,79,0.318425727739024,0.0239
"OTU608:16grass",0,0,0,0,0,0,0,0,1,9,0.185435558285457,0.6128
"OTU2298:93grass",1,0,0,0,0,0,0,0,0,1,0.199109299234943,0.5179
"OTU2164:93grass",1,0,0,0,0,0,0,0,0,1,0.253126475921823,0.3908
"OTU551:17grass",0,0,0,0,1,1,0,0,0,36,0.263247406474548,0.1361
"OTU1052:144grass",0,0,1,0,1,0,0,0,0,26,0.199910868503437,0.5805
"OTU772:17grass",0,0,0,0,0,1,0,0,0,6,0.241510310835242,0.3494
"OTU670:17grass",0,0,0,1,1,1,0,0,0,110,0.232636075838515,0.2248
"OTU770:17grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3842
"OTU506:17grass",0,0,0,1,0,1,0,1,0,115,0.209010750747207,0.4832
"OTU218:38grass",1,0,0,0,0,0,0,0,0,1,0.177069405280252,0.9984
"OTU478:17grass",0,0,0,0,1,0,0,0,0,5,0.255164240684895,0.3696
"OTU274:17grass",0,0,0,0,1,0,0,0,0,5,0.243269324368784,0.431
"OTU892:17grass",0,0,0,0,0,1,0,0,0,6,0.47821463998388,1e-04
"OTU704:17grass",0,0,0,0,1,1,0,0,0,36,0.254428084569858,0.2367
"OTU590:29grass",0,1,0,0,1,1,0,0,0,85,0.185213702803699,0.6042
"OTU2502:17grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3842
"OTU2275:17grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3842
"OTU429:17grass",0,0,0,0,1,0,0,0,0,5,0.317534149919775,0.0459
"OTU3847:18grass",0,0,0,0,0,1,0,0,0,6,0.589767824619589,2e-04
"OTU487:17grass",0,0,0,0,1,0,0,0,0,5,0.244776684760928,0.4718
"OTU572:17grass",0,0,0,0,1,1,0,0,0,36,0.263977148275374,0.0801
"OTU2599:17grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3842
"OTU1722:17grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3842
"OTU2706:62grass",0,0,0,1,1,1,0,0,0,110,0.275145365871327,0.101
"OTU235:17grass",0,0,0,0,1,0,0,0,0,5,0.451548522283202,3e-04
"OTU2136:17grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3842
"OTU2531:80grass",0,0,0,0,1,1,0,1,0,121,0.45057591905129,5e-04
"OTU2581:17grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3842
"OTU437:17grass",0,1,1,0,0,0,0,0,0,18,0.181940412233717,0.8358
"OTU1160:17grass",0,0,0,0,0,0,1,0,0,7,0.36261103747664,0.0237
"OTU434:18grass",0,1,0,0,1,1,0,1,1,358,0.213194454683677,0.4011
"OTU242:53grass",1,0,0,0,0,0,0,0,0,1,0.305745864134605,0.0319
"OTU1529:143grass",0,0,1,0,0,0,1,0,0,28,0.194954572548838,0.5845
"OTU633:17grass",0,0,0,1,0,0,0,0,0,4,0.255629512599201,0.1427
"OTU372:17grass",1,1,0,0,0,0,0,0,0,10,0.150120863126045,0.9034
"OTU262:101grass",0,0,0,0,0,0,0,1,0,8,0.271232126077526,0.3602
"OTU3155:86grass",0,0,0,1,1,1,0,1,0,242,0.466144295139296,2e-04
"OTU712:43grass",0,0,1,0,0,0,0,0,0,3,0.290588182527569,0.055
"OTU1844:65grass",0,1,0,0,0,0,0,0,1,24,0.509362429289455,1e-04
"OTU2897:17grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3842
"OTU2286:86grass",0,0,0,0,1,0,0,0,0,5,0.519839653854995,1e-04
"OTU184:18grass",0,1,0,0,0,0,0,0,0,2,0.351923446591205,0.0225
"OTU2545:40grass",0,0,0,0,1,1,0,0,0,36,0.745689777968131,1e-04
"OTU187:27grass",0,0,1,0,1,0,0,0,0,26,0.250637850580094,0.1844
"OTU396:25grass",0,0,1,0,0,0,0,1,0,29,0.20799952349467,0.4643
"OTU731:29grass",0,1,0,0,0,0,0,0,1,24,0.215613485268696,0.5755
"OTU3645:26grass",0,0,0,1,0,1,0,0,0,32,0.327667335129034,0.016
"OTU3747:17grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3842
"OTU3528:72grass",0,0,0,1,0,0,0,0,0,4,0.476311252021302,3e-04
"OTU2440:29grass",0,1,0,1,0,0,0,0,1,84,0.332913785990309,0.0153
"OTU796:134grass",0,1,0,0,0,0,0,0,0,2,0.237850944512767,0.4211
"OTU2423:103grass",0,0,0,1,1,1,0,1,1,378,0.297617856250672,0.0465
"OTU99:17grass",0,1,0,0,0,0,0,0,1,24,0.323392232638449,0.0277
"OTU3174:17grass",0,0,0,0,0,1,0,0,0,6,0.249263540389794,0.3548
"OTU2879:104grass",0,0,0,1,0,0,1,1,0,117,0.215488611502286,0.3805
"OTU1662:84grass",0,0,0,0,1,1,0,0,0,36,0.536744090247315,1e-04
"OTU880:18grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3882
"OTU383:18grass",0,0,0,0,1,1,0,0,0,36,0.317697316452359,0.032
"OTU576:18grass",0,0,0,0,0,1,0,0,0,6,0.249111464463161,0.2929
"OTU248:18grass",0,1,0,1,0,1,1,1,1,457,0.158786246842503,0.8222
"OTU254:18grass",0,0,0,0,1,1,1,0,0,120,0.2751978455206,0.0726
"OTU2517:18grass",0,0,0,0,1,1,0,0,0,36,0.28134144705841,0.0778
"OTU1617:146grass",0,1,0,1,0,1,0,0,1,207,0.275460133372024,0.0796
"OTU1004:79grass",0,0,0,0,1,1,0,0,0,36,0.319360025535875,0.0326
"OTU334:18grass",0,0,1,0,1,0,1,0,0,101,0.150337458989346,0.9087
"OTU249:48grass",0,0,1,0,0,1,1,0,1,238,0.209337727999536,0.443
"OTU2070:39grass",0,1,0,0,0,0,0,0,1,24,0.396384332826144,0.0024
"OTU1010:18grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3882
"OTU3586:80grass",0,0,0,0,1,1,0,0,0,36,0.2904192871128,0.0766
"OTU2031:78grass",0,0,0,0,1,1,0,0,0,36,0.309870420799808,0.033
"OTU390:18grass",0,0,1,1,0,1,0,0,1,227,0.157273814785723,0.8638
"OTU581:18grass",0,0,0,0,0,1,0,0,0,6,0.458999148455254,1e-04
"OTU2150:147grass",0,0,1,0,0,0,0,0,0,3,0.294255602320954,0.0535
"OTU2806:159grass",0,0,0,0,0,0,0,1,0,8,0.467884341613567,3e-04
"OTU3105:110grass",0,0,0,0,0,0,0,1,0,8,0.384353057392904,0.0039
"OTU993:28grass",0,0,0,0,1,0,0,0,0,5,0.382195862550387,0.0105
"OTU1799:18grass",0,0,0,0,1,1,0,0,0,36,0.250473641893565,0.2292
"OTU2308:19grass",0,0,0,0,1,1,0,0,0,36,0.319589089534409,0.0313
"OTU3266:36grass",0,1,0,0,0,0,0,0,1,24,0.33663079315907,0.0153
"OTU2658:18grass",0,1,0,0,0,0,0,0,1,24,0.391547334338016,0.0014
"OTU1985:18grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3882
"OTU3156:80grass",0,0,0,0,1,0,0,0,0,5,0.371289262469792,0.0276
"OTU1359:19grass",0,0,0,0,1,1,0,0,0,36,0.273536460438181,0.0444
"OTU1719:36grass",0,0,0,0,0,0,0,0,1,9,0.363766060538131,0.0051
"OTU2337:18grass",0,0,0,0,1,1,0,0,0,36,0.307585371504821,0.0361
"OTU931:41grass",0,0,0,0,1,0,0,0,1,39,0.239637163900646,0.2333
"OTU1716:150grass",0,0,0,0,0,1,0,0,1,42,0.387928250808227,0.0032
"OTU2320:154grass",0,0,0,0,0,0,0,0,1,9,0.433612261150047,0.0011
"OTU3209:32grass",0,1,0,0,0,0,0,0,1,24,0.285237848559237,0.0675
"OTU2315:36grass",0,1,0,0,0,0,0,0,1,24,0.402420428647233,0.0016
"OTU809:18grass",0,0,0,0,0,0,1,0,0,7,0.271435772556954,0.2499
"OTU3360:18grass",0,0,0,0,0,1,1,0,0,40,0.218647532978998,0.3347
"OTU2328:18grass",0,0,0,0,0,0,0,0,1,9,0.423811794157381,7e-04
"OTU1088:28grass",0,0,0,0,0,1,0,0,0,6,0.276386322379718,0.0263
"OTU2326:89grass",1,0,0,0,0,0,0,0,0,1,0.193775609944061,0.7183
"OTU1674:36grass",0,1,0,0,0,1,0,0,1,91,0.364536442751029,0.006
"OTU1923:24grass",0,0,0,0,0,0,0,0,1,9,0.411593868996786,0.0013
"OTU3546:18grass",0,0,0,0,0,1,0,0,0,6,0.249263540389794,0.3576
"OTU1912:84grass",0,0,0,0,1,0,0,0,0,5,0.309357353809403,0.0262
"OTU2469:28grass",0,0,0,0,0,1,0,0,0,6,0.489794965674222,3e-04
"OTU2915:78grass",0,0,0,0,1,0,0,0,0,5,0.249294116238184,0.4084
"OTU2156:18grass",0,0,1,0,0,0,0,0,0,3,0.299521544353716,0.048
"OTU1841:152grass",0,0,0,0,0,1,0,0,1,42,0.412400744386687,0.0017
"OTU3481:18grass",0,0,0,0,1,1,0,0,0,36,0.243561150223727,0.4818
"OTU3477:78grass",0,0,0,0,1,0,0,0,0,5,0.261892463308249,0.3875
"OTU3346:109grass",0,0,0,0,0,1,0,1,0,41,0.42965330549476,0.0012
"OTU2245:18grass",0,0,0,0,0,0,0,1,0,8,0.3782043235715,0.006
"OTU3288:138grass",0,0,0,0,0,0,0,0,1,9,0.38012056558693,0.005
"OTU582:30grass",0,1,0,0,0,0,0,0,1,24,0.305129151650658,0.0419
"OTU3373:18grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3882
"OTU3551:18grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3882
"OTU3735:148grass",0,0,0,0,0,0,0,0,1,9,0.351474819570009,0.009
"OTU2128:123grass",0,1,0,0,0,0,0,0,1,24,0.447257587203298,5e-04
"OTU329:18grass",0,0,1,0,0,0,0,0,1,30,0.340987439027183,0.0151
"OTU3540:18grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3882
"OTU2135:146grass",0,0,1,0,0,0,0,0,0,3,0.33751354551511,0.0178
"OTU277:18grass",0,0,0,1,0,0,0,0,0,4,0.304016466496607,0.0035
"OTU1829:20grass",0,0,0,0,1,1,0,0,0,36,0.349716756942169,0.025
"OTU1796:156grass",0,0,0,0,0,0,0,0,1,9,0.276396615908579,0.1005
"OTU261:18grass",0,0,1,0,0,0,0,0,0,3,0.343849956928614,0.024
"OTU2673:92grass",0,0,0,1,0,0,0,1,0,34,0.344098024730096,0.0095
"OTU282:126grass",0,1,0,0,0,0,0,0,0,2,0.33994744017348,0.0276
"OTU1968:18grass",0,1,1,0,0,1,1,0,1,343,0.223231902761461,0.3467
"OTU280:18grass",0,0,0,0,0,0,1,0,0,7,0.553320115782175,1e-04
"OTU2331:69grass",0,0,1,0,0,1,1,0,0,104,0.246744764681026,0.2047
"OTU219:19grass",0,0,0,0,1,1,0,0,0,36,0.254099463888246,0.2045
"OTU220:19grass",0,0,0,0,1,1,0,0,0,36,0.340493235021345,0.0159
"OTU906:84grass",0,0,0,0,1,1,0,0,0,36,0.256598705189505,0.2388
"OTU208:19grass",0,0,0,0,1,1,0,0,0,36,0.333220161789524,0.0282
"OTU706:19grass",0,0,0,0,0,1,0,0,0,6,0.26482011293887,0.3821
"OTU397:19grass",0,0,0,0,0,0,0,1,0,8,0.351003188348362,0.0094
"OTU591:19grass",0,0,0,0,0,1,0,0,0,6,0.262515022469613,0.3821
"OTU464:27grass",0,0,0,0,0,1,0,0,0,6,0.347777523403992,0.0155
"OTU374:19grass",0,0,0,0,1,1,0,0,0,36,0.30932083695717,0.0845
"OTU398:19grass",0,0,0,0,0,1,0,0,0,6,0.466825173493484,2e-04
"OTU489:19grass",0,0,0,0,1,0,0,0,0,5,0.255282149260625,0.3935
"OTU425:19grass",0,0,0,0,1,1,0,0,0,36,0.440546912566037,9e-04
"OTU716:19grass",0,0,0,0,0,1,0,0,0,6,0.355274478503807,0.0276
"OTU1187:19grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3821
"OTU959:19grass",0,0,0,0,0,1,0,0,0,6,0.243319094935877,0.3694
"OTU786:19grass",0,0,0,0,1,1,0,0,0,36,0.24836525522883,0.2419
"OTU580:19grass",0,0,0,0,1,0,0,0,0,5,0.260033293926768,0.3389
"OTU751:19grass",0,0,0,1,1,1,0,0,0,110,0.22547973018139,0.3414
"OTU1997:19grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3821
"OTU1436:19grass",0,0,0,0,0,1,0,0,0,6,0.271888023990913,0.206
"OTU552:19grass",1,0,0,0,0,0,0,0,0,1,0.223320482932346,0.4422
"OTU473:19grass",0,0,0,0,1,0,0,0,0,5,0.270783986052172,0.3935
"OTU2184:79grass",0,0,0,0,1,1,0,0,0,36,0.546636039653767,1e-04
"OTU363:19grass",0,1,1,0,0,1,0,0,0,76,0.238055802724161,0.2443
"OTU1956:19grass",0,0,0,0,1,0,0,0,0,5,0.256323272382696,0.3935
"OTU1383:19grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3821
"OTU110:26grass",0,1,1,0,0,0,0,0,1,79,0.224547759890989,0.3685
"OTU1661:142grass",0,0,1,0,0,1,0,0,0,27,0.189457672302314,0.6091
"OTU188:32grass",0,1,0,0,0,0,0,0,1,24,0.266467178402417,0.0917
"OTU2660:19grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3821
"OTU3451:19grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3821
"OTU2299:19grass",0,0,0,0,0,1,0,0,0,6,0.271104014650432,0.3821
"OTU3248:104grass",0,1,0,1,0,0,0,0,1,84,0.244440979765787,0.2094
"OTU2551:134grass",0,0,0,0,0,1,0,0,0,6,0.292005625359808,0.0821
"OTU3452:19grass",0,0,0,0,1,1,0,0,0,36,0.251896360929939,0.2366
"OTU2867:19grass",0,0,0,0,0,1,0,0,0,6,0.257547581017815,0.3821
"OTU1712:38grass",0,1,0,0,0,1,1,0,0,89,0.178723231591642,0.7888
"OTU2729:19grass",0,0,0,0,1,0,0,0,0,5,0.351646702054329,0.0113
"OTU2357:85grass",0,0,0,1,0,0,0,0,0,4,0.363126138903844,0.0063
"OTU3327:128grass",0,1,0,1,1,0,0,0,1,204,0.247091737135129,0.178
"OTU2494:19grass",0,0,0,0,0,1,0,0,0,6,0.26739120119164,0.142
"OTU3160:19grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3821
"OTU1842:34grass",0,1,0,0,0,1,1,0,0,89,0.30744609433073,0.0392
"OTU521:19grass",0,1,1,0,0,0,0,0,0,18,0.254009234850956,0.1511
"OTU3748:79grass",0,0,0,0,1,1,0,0,0,36,0.250039640995137,0.2036
"OTU3518:19grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3821
"OTU2473:108grass",0,0,1,0,0,1,0,1,1,239,0.229170981574671,0.2967
"OTU3574:148grass",0,0,0,0,0,1,0,0,0,6,0.304790268898118,0.0443
"OTU2419:47grass",0,1,1,0,0,0,1,0,0,77,0.306025314148601,0.0329
"OTU3550:19grass",0,1,0,0,0,1,0,0,1,91,0.194257172471453,0.9113
"OTU3323:19grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3821
"OTU662:19grass",0,1,0,0,0,0,0,0,1,24,0.161006680410431,0.8887
"OTU2153:93grass",1,0,0,0,0,0,0,0,0,1,0.194320603817375,0.6633
"OTU2405:78grass",0,0,0,0,1,0,0,0,0,5,0.261892463308249,0.3875
"OTU3159:19grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3821
"OTU2416:19grass",0,0,0,0,0,1,0,0,0,6,0.289835337023507,0.0679
"OTU2815:113grass",0,0,0,1,0,0,0,0,0,4,0.32009219983224,0.0265
"OTU2170:82grass",0,0,0,0,1,0,0,0,0,5,0.413383690957163,0.0033
"OTU3315:19grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3821
"OTU105:19grass",0,0,0,0,0,0,0,1,0,8,0.322285024320915,0.0298
"OTU1735:60grass",0,1,0,0,0,0,0,1,0,23,0.208097808234889,0.4642
"OTU3657:19grass",0,0,0,0,0,1,0,0,0,6,0.250195337964429,0.3019
"OTU2507:42grass",0,0,0,1,0,0,1,0,0,33,0.317100349192251,0.0313
"OTU3222:19grass",0,0,0,0,1,1,0,0,0,36,0.243561150223727,0.4757
"OTU3320:19grass",0,0,0,0,1,0,0,0,0,5,0.321385917545496,0.0531
"OTU298:20grass",0,0,0,0,1,0,0,1,0,38,0.259212424612954,0.1402
"OTU771:20grass",0,0,0,0,0,1,0,0,0,6,0.267027752115034,0.3343
"OTU1344:20grass",0,0,0,0,0,1,0,0,0,6,0.27011989338314,0.2082
"OTU1180:20grass",0,0,1,0,0,1,0,0,0,27,0.223341567201294,0.2962
"OTU565:20grass",0,0,0,0,1,1,0,0,0,36,0.51339530065563,1e-04
"OTU805:20grass",0,0,0,1,0,1,0,1,0,115,0.236600427764303,0.1694
"OTU352:20grass",0,0,0,0,1,0,0,0,0,5,0.292758942086006,0.0663
"OTU2757:141grass",0,0,1,0,1,0,1,0,0,101,0.203750309694322,0.6251
"OTU2340:20grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3899
"OTU1815:20grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3899
"OTU1588:20grass",0,0,0,0,0,1,0,0,0,6,0.272312838406036,0.3899
"OTU744:133grass",0,0,1,0,0,0,0,0,0,3,0.264315429711475,0.1027
"OTU2996:80grass",0,0,0,0,1,0,0,0,0,5,0.261892463308249,0.3876
"OTU350:20grass",0,1,0,0,0,0,0,0,1,24,0.206654431809986,0.5659
"OTU247:26grass",0,1,0,0,0,0,0,0,1,24,0.278394291522158,0.0856
"OTU1099:34grass",0,0,0,0,1,0,0,0,1,39,0.2458515386171,0.2056
"OTU2225:22grass",0,0,0,0,0,1,0,0,0,6,0.563422940357057,1e-04
"OTU1151:20grass",0,0,0,0,0,1,0,0,0,6,0.377000014184598,0.0276
"OTU928:20grass",0,1,0,0,1,1,0,0,1,213,0.26173110917296,0.1304
"OTU443:40grass",0,1,0,1,0,0,0,0,0,19,0.26559840857762,0.1238
"OTU2408:20grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3899
"OTU3783:20grass",0,0,0,0,0,1,0,0,0,6,0.313527147335699,0.055
"OTU1878:151grass",0,0,0,0,0,0,0,0,1,9,0.190829763040817,1
"OTU502:20grass",1,0,1,0,0,0,0,0,0,11,0.282740246818933,0.07
"OTU1261:89grass",1,0,0,0,0,0,0,0,0,1,0.192237133604839,0.8536
"OTU3075:67grass",0,0,0,0,0,1,0,0,1,42,0.174449406916277,0.8553
"OTU1399:29grass",0,1,0,0,0,0,0,0,0,2,0.269286793483652,0.0993
"OTU255:20grass",0,0,0,0,0,0,0,1,0,8,0.342417086931239,0.0028
"OTU1046:20grass",0,0,0,0,0,1,0,0,0,6,0.276732118154646,0.0528
"OTU2009:68grass",0,0,1,0,0,0,0,0,0,3,0.190368976915721,0.5772
"OTU2529:80grass",0,0,0,0,1,1,0,0,0,36,0.256978084375023,0.2336
"OTU143:20grass",0,1,0,0,0,0,0,0,1,24,0.160771797676562,0.9639
"OTU3117:20grass",0,0,0,0,1,0,0,0,0,5,0.329492016185943,0.0276
"OTU918:20grass",0,0,1,0,0,0,0,0,0,3,0.271592770544172,0.0679
"OTU3584:20grass",0,0,0,0,0,1,0,0,0,6,0.273434370809865,0.3899
