"","s.French_flat","s.Hazel_Dell","s.Horse_Rock","s.Lower_Table","s.Roxy_Ann","s.Upper_Table","s.Upper_Weir","s.Whetstone","s.Whidbey","index","stat","p.value"
"OTU2848:97grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU2035:97grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU2498:97grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU2983:97grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3343:97grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU2586:97grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3744:97grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU2417:132grass",0,1,0,0,0,0,0,0,0,2,0.173302369598952,0.9338
"OTU3692:97grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3858:97grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3460:97grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU652:122grass",1,1,0,1,0,0,0,1,0,139,0.172022698564696,0.8742
"OTU1978:98grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU2595:134grass",0,1,0,0,0,0,0,0,0,2,0.226042647756677,0.4817
"OTU1542:99grass",1,0,0,0,0,0,0,0,0,1,0.234178551936344,0.4815
"OTU3690:98grass",1,0,0,0,0,0,0,1,0,16,0.209165006633519,0.7159
"OTU3450:98grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU514:134grass",0,1,0,0,0,0,0,0,0,2,0.192832443323805,0.7512
"OTU3087:98grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU452:99grass",1,0,0,0,0,0,0,0,0,1,0.170385864814315,0.9328
"OTU3742:99grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU2400:99grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3741:99grass",1,0,0,1,0,0,0,1,0,62,0.207950097964015,0.571
"OTU1876:99grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU1768:99grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU2182:123grass",0,0,0,1,0,0,0,0,0,4,0.272412408030335,0.2083
"OTU1610:135grass",0,1,0,0,0,0,0,0,0,2,0.192359602257808,0.7552
"OTU947:100grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU3697:100grass",1,0,0,0,0,0,0,0,0,1,0.192897128868165,1
"OTU476:101grass",0,0,0,0,0,0,0,1,0,8,0.273384150161367,0.3898
"OTU1282:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU1971:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU1416:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU1798:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU2628:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU1077:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU843:103grass",0,0,0,0,0,0,0,1,0,8,0.364415962421535,0.0277
"OTU651:101grass",0,0,0,0,0,0,0,1,0,8,0.526785983431459,2e-04
"OTU2119:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU1778:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU2547:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU2103:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU1947:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU1337:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU2109:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU2293:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU3078:102grass",0,0,0,0,0,0,0,1,0,8,0.419313934688767,0.0019
"OTU1930:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU2840:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU2215:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU1973:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU2444:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU2587:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU2939:101grass",0,0,0,0,0,0,0,1,0,8,0.368229847159329,0.0274
"OTU2214:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU3534:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU3076:101grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3898
"OTU822:137grass",0,0,1,0,0,0,0,0,0,3,0.197826075596834,0.4318
"OTU2612:101grass",0,0,0,1,0,0,0,1,0,34,0.483427444436059,6e-04
"OTU2617:101grass",0,0,0,0,0,0,0,1,0,8,0.42030483154439,0.0026
"OTU762:101grass",0,0,0,0,0,0,0,1,0,8,0.274606356116046,0.029
"OTU1966:102grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3967
"OTU1091:102grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3967
"OTU2242:102grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3967
"OTU1251:102grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3967
"OTU1188:102grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3967
"OTU2018:102grass",0,0,0,0,0,0,0,1,0,8,0.288330070475291,0.0281
"OTU1952:102grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3967
"OTU1688:102grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3967
"OTU3396:102grass",0,0,0,0,0,0,0,1,0,8,0.265334315252616,0.2171
"OTU2233:102grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3967
"OTU2148:102grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3967
"OTU3853:102grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3967
"OTU3591:102grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3967
"OTU1287:108grass",0,0,0,0,0,0,0,1,0,8,0.273587827582291,0.0563
"OTU912:103grass",0,0,0,0,0,0,0,1,0,8,0.272051154725106,0.2008
"OTU1093:103grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3814
"OTU895:103grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3814
"OTU1763:103grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3814
"OTU1304:103grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3814
"OTU1324:103grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3814
"OTU3862:103grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3814
"OTU1203:103grass",0,0,0,0,0,0,0,1,0,8,0.374275344861591,0.0254
"OTU2691:103grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3814
"OTU3050:103grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3814
"OTU3870:103grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3814
"OTU650:104grass",0,0,0,0,0,0,0,1,0,8,0.357249632862512,0.0138
"OTU589:104grass",0,0,0,0,0,0,0,1,0,8,0.41836506517729,0.0019
"OTU3252:104grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3787
"OTU1568:104grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3787
"OTU1887:104grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3787
"OTU3817:104grass",0,0,0,0,0,0,0,1,0,8,0.368229847159329,0.0287
"OTU2976:104grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3787
"OTU3820:104grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3787
"OTU2722:128grass",0,1,0,0,0,0,0,1,0,23,0.167880612183644,0.9443
"OTU883:105grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3885
"OTU1156:105grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3885
"OTU1397:105grass",0,0,0,1,0,0,0,1,0,34,0.250400010484387,0.2382
"OTU1258:105grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3885
"OTU1990:105grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3885
"OTU3232:105grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3885
"OTU1442:105grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3885
"OTU3864:105grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3885
"OTU1033:106grass",0,0,0,0,0,0,0,1,0,8,0.383130514088461,0.0255
"OTU3874:106grass",0,0,0,0,0,0,0,1,0,8,0.368229847159329,0.0255
"OTU1092:106grass",0,0,0,0,0,0,0,1,0,8,0.388420842601174,0.0255
"OTU1301:106grass",0,0,0,0,0,0,0,1,0,8,0.381305687931707,0.0255
"OTU2231:106grass",0,0,0,0,0,0,0,1,0,8,0.374580017996945,0.0255
"OTU3017:106grass",0,0,0,0,0,0,0,1,0,8,0.346843987809648,0.0255
"OTU2451:106grass",0,0,0,0,0,0,0,1,0,8,0.338869496834943,0.0255
"OTU3197:106grass",0,0,0,0,0,0,0,1,0,8,0.368229847159329,0.0255
"OTU788:111grass",0,0,0,0,0,0,0,1,0,8,0.383488361998768,0.0269
"OTU1449:108grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3782
"OTU799:108grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3782
"OTU1110:108grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3782
"OTU1340:108grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3782
"OTU936:155grass",0,0,0,0,0,0,0,0,1,9,0.192612215477146,1
"OTU3830:108grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3782
"OTU3633:156grass",0,0,0,0,0,0,0,1,1,45,0.242576397605342,0.1965
"OTU3828:108grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3782
"OTU1848:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU2172:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU1560:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU1511:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU1757:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU2158:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU221:109grass",0,0,0,0,0,0,0,1,0,8,0.273296123732885,0.3854
"OTU1663:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU517:109grass",0,0,0,1,0,0,0,0,0,4,0.537418451212003,1e-04
"OTU1706:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU1578:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU1522:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU1569:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU2064:109grass",0,0,0,0,0,0,0,1,0,8,0.258641807602182,0.066
"OTU2271:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU1504:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU2220:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU453:143grass",0,0,1,0,0,0,0,0,0,3,0.197533027411605,0.4079
"OTU2819:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU3207:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU1576:126grass",0,1,0,0,0,0,0,0,0,2,0.191366386154936,1
"OTU2887:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU1653:161grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU3910:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU626:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU3746:109grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3854
"OTU1890:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU1877:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU1609:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU1330:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU1826:110grass",0,0,0,0,0,0,0,1,0,8,0.285689488312456,0.0275
"OTU1047:110grass",0,0,0,0,0,0,0,1,0,8,0.273117641640929,0.3853
"OTU1726:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU1357:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU2074:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU2863:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU1533:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU2090:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU1780:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU1972:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU3170:145grass",0,0,1,0,0,0,0,1,0,29,0.276403622437532,0.1154
"OTU3647:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU3082:110grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3853
"OTU2564:112grass",0,0,0,0,0,0,0,1,0,8,0.388514344942906,0.0275
"OTU1665:111grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3867
"OTU1253:111grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3867
"OTU3362:111grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3867
"OTU3369:111grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3867
"OTU3339:111grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3867
"OTU3542:111grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3867
"OTU3920:111grass",0,0,0,1,0,0,0,1,0,34,0.243561150223727,0.4796
"OTU3917:111grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3867
"OTU1755:112grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3914
"OTU864:112grass",0,0,0,0,0,0,0,1,0,8,0.273172619286128,0.3914
"OTU2217:112grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3914
"OTU1343:112grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3914
"OTU2647:112grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3914
"OTU2798:112grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3914
"OTU1953:112grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3914
"OTU1991:112grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3914
"OTU2368:112grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3914
"OTU1476:112grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3914
"OTU3077:112grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3914
"OTU2582:112grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3914
"OTU3529:112grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3914
"OTU3905:112grass",0,0,0,0,0,0,0,1,0,8,0.273434370809865,0.3914
"OTU2309:113grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3829
"OTU1260:113grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3829
"OTU1271:113grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3829
"OTU2858:113grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3829
"OTU1045:113grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3829
"OTU1839:113grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3829
"OTU1354:113grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3829
"OTU3040:113grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3829
"OTU3438:113grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3829
"OTU855:113grass",0,1,0,0,0,0,0,0,0,2,0.192583353163556,1
"OTU3068:113grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3829
"OTU3206:116grass",0,0,0,1,0,0,0,0,0,4,0.344472591894325,0.0271
"OTU3376:113grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3829
"OTU3730:113grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3829
"OTU2446:114grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3863
"OTU1116:114grass",0,0,0,1,0,0,0,0,0,4,0.359102918044885,0.0285
"OTU1430:114grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3863
"OTU886:114grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3863
"OTU2047:114grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3863
"OTU1789:114grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3863
"OTU3058:114grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3863
"OTU860:115grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3878
"OTU3814:115grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3878
"OTU925:115grass",0,0,0,1,0,0,0,0,0,4,0.269963465035062,0.2098
"OTU1135:115grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3878
"OTU1708:115grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3878
"OTU2232:115grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3878
"OTU2670:115grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3878
"OTU875:116grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU2323:116grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU952:116grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU1961:128grass",0,1,0,0,0,0,0,0,0,2,0.19225300067135,1
"OTU3445:116grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU1280:145grass",0,0,1,1,0,0,0,0,1,99,0.176845052251735,0.7308
"OTU2302:117grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3838
"OTU2026:117grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3838
"OTU2052:117grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3838
"OTU3641:135grass",0,1,0,1,0,0,0,0,1,84,0.175246614073656,0.9147
"OTU2737:118grass",0,0,0,1,0,0,0,0,0,4,0.4107277469314,0.0019
"OTU1489:118grass",0,0,0,1,0,0,0,0,0,4,0.356579417465596,0.0258
"OTU1431:118grass",0,0,0,1,0,0,0,0,0,4,0.380831501247306,0.0258
"OTU1539:118grass",0,0,0,1,0,0,0,0,0,4,0.357781300981,0.0258
"OTU2223:118grass",0,0,0,1,0,0,0,0,0,4,0.385458248738568,0.0258
"OTU1414:119grass",0,0,0,1,0,0,0,0,0,4,0.367348191208173,0.0018
"OTU1614:118grass",0,0,0,1,0,0,0,0,0,4,0.386888880727551,0.0258
"OTU3760:118grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3849
"OTU1538:118grass",0,0,0,1,0,0,0,0,0,4,0.376705287478409,0.0258
"OTU976:118grass",0,1,0,1,0,0,0,0,0,19,0.187760965034774,0.6252
"OTU1019:118grass",0,0,0,1,0,0,0,0,0,4,0.418851377903406,0.0015
"OTU1528:118grass",0,0,0,1,0,0,0,0,0,4,0.31257538527785,0.0868
"OTU3764:118grass",0,0,0,1,0,0,0,0,0,4,0.388514344942906,0.0258
"OTU2872:118grass",0,0,0,1,0,0,0,0,0,4,0.332319459377826,0.0258
"OTU2770:118grass",0,0,0,1,0,0,0,0,0,4,0.346843987809648,0.0258
"OTU2751:140grass",0,0,1,0,0,0,0,0,0,3,0.189791452791841,0.6046
"OTU3604:119grass",0,0,0,1,0,0,0,0,0,4,0.332319459377826,0.0258
"OTU3759:119grass",0,0,0,1,0,0,0,0,0,4,0.368229847159329,0.0258
"OTU3286:155grass",0,0,0,1,0,0,0,0,1,35,0.256776295506548,0.1328
"OTU3781:125grass",0,1,0,1,0,0,0,0,0,19,0.222026517893443,0.7252
"OTU3822:119grass",0,1,0,1,0,0,0,0,0,19,0.222026517893443,0.721
"OTU3845:119grass",0,0,0,1,0,0,0,0,1,35,0.222026517893443,0.7192
"OTU1886:120grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3863
"OTU1007:120grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3863
"OTU1231:120grass",0,0,0,1,0,0,0,0,0,4,0.262887040272456,0.2121
"OTU2567:120grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3863
"OTU1777:120grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3863
"OTU1565:120grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3863
"OTU2885:120grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3863
"OTU1453:120grass",0,0,1,0,0,0,0,0,0,3,0.489774495001635,2e-04
"OTU3698:123grass",0,0,0,1,0,0,0,0,0,4,0.368229847159329,0.0281
"OTU2891:121grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3887
"OTU2311:121grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3887
"OTU1616:121grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3887
"OTU2348:121grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3887
"OTU3693:121grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3887
"OTU1860:121grass",0,1,0,0,0,0,0,0,0,2,0.189928812827471,1
"OTU3545:121grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3887
"OTU3034:122grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3865
"OTU1970:122grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3865
"OTU1294:145grass",0,0,1,0,0,0,0,0,0,3,0.189937468872266,0.6167
"OTU2396:122grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3865
"OTU2546:122grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3865
"OTU1904:122grass",0,0,1,1,0,0,0,0,1,99,0.166236601523698,0.8606
"OTU2086:122grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3865
"OTU2563:122grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3865
"OTU2981:122grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3865
"OTU2954:122grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3865
"OTU2579:122grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3865
"OTU2269:122grass",0,0,0,1,0,0,0,0,0,4,0.343506446245204,0.0397
"OTU2900:122grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3865
"OTU3832:122grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3865
"OTU2345:122grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3865
"OTU2884:157grass",0,0,0,1,0,0,0,0,1,35,0.180859836265081,1
"OTU1698:123grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3835
"OTU1163:123grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3835
"OTU649:123grass",0,0,0,1,0,0,0,0,0,4,0.289585969898237,0.0248
"OTU1516:123grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3835
"OTU3147:123grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3835
"OTU2041:123grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3835
"OTU2202:123grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3835
"OTU1002:124grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU269:124grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU920:124grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU2057:124grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU2139:124grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU1295:124grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU2017:124grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU1594:124grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU1075:124grass",0,1,0,0,0,0,0,0,0,2,0.238664278651729,0.2123
"OTU1347:124grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU1310:124grass",0,0,0,1,0,0,0,0,0,4,0.273434370809865,0.3851
"OTU1236:125grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU1582:135grass",0,1,0,0,0,0,0,0,0,2,0.331885194040159,0.0453
"OTU2010:125grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU985:125grass",0,1,0,0,0,0,0,0,0,2,0.278292074898214,0.0406
"OTU861:125grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU923:126grass",0,1,0,0,0,0,0,0,0,2,0.210907217137885,0.4139
"OTU2355:125grass",0,1,0,0,0,0,0,0,0,2,0.298051636848252,0.0288
"OTU2680:125grass",0,1,0,0,0,0,0,0,0,2,0.2867447978448,0.053
"OTU3530:125grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU1491:125grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU1500:125grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU2785:132grass",0,1,0,0,0,0,0,0,0,2,0.311574472133699,0.0291
"OTU2702:125grass",0,1,0,0,0,0,0,0,0,2,0.298607259021674,0.03
"OTU3774:126grass",0,1,0,0,0,0,0,0,0,2,0.287806082594552,0.0548
"OTU2381:125grass",0,1,0,0,0,0,0,0,0,2,0.215456871421962,0.4786
"OTU2548:125grass",0,1,0,0,0,0,0,0,0,2,0.263714288483086,0.1155
"OTU588:135grass",0,1,0,0,0,0,0,0,0,2,0.263432100316622,0.0512
"OTU2856:125grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU671:133grass",0,0,1,0,0,0,0,0,0,3,0.512469390758332,2e-04
"OTU3831:126grass",0,1,0,0,0,0,0,0,0,2,0.270660922701367,0.1155
"OTU654:125grass",0,1,1,0,0,0,0,0,0,18,0.180258973123729,0.7214
"OTU3548:125grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
"OTU2773:125grass",0,1,0,0,0,0,0,0,0,2,0.192897128868165,1
